student_id,dataset_source,sleep_hours,academic_score,gender,age,bedtime_consistency,daytime_sleep_minutes,cumulative_gpa,sleep_category
CMU_179,CMU,7.460919540000001,60.75000000000001,Female,,-0.08641658238438447,18.96551724,3.07,Adequate
CMU_201,CMU,7.404761905,94.75,Female,,-0.19214901706253795,22.10714286,3.71,Adequate
CMU_254,CMU,7.389655171666666,100.0,Female,,-0.040119707014103285,13.79310345,3.8,Adequate
CMU_308,CMU,6.684615385,84.75,Female,,-0.10387741600904117,11.42307692,3.74,Insufficient
CMU_258,CMU,6.875595238333333,88.75,Male,,-0.12181931623862775,14.75,3.76,Insufficient
CMU_281,CMU,7.3681818183333325,87.5,Male,,-1.5350555435908961,14.09090909,3.46,Adequate
CMU_145,CMU,6.775333333333333,76.5,Female,,-0.08379500759804935,39.0,3.72,Insufficient
CMU_167,CMU,7.432051281666667,100.0,Female,,-0.14155627333920773,14.26923077,4.0,Adequate
CMU_168,CMU,6.771264368333333,89.75,Female,,-0.05592337838642404,5.862068966,3.23,Insufficient
CMU_223,CMU,7.025,42.25,Female,,-1.020933830369819,46.5,3.2,Adequate
CMU_233,CMU,6.049019608333333,61.5,Female,,-0.23309216335401947,18.11764706,2.62,Insufficient
CMU_304,CMU,6.0398809516666665,85.25,Female,,-0.09770405039019078,50.57142857,3.0,Insufficient
CMU_123,CMU,7.331034483333334,100.0,Male,,-0.020422474366972303,13.4137931,3.46,Adequate
CMU_189,CMU,6.324712643333333,89.0,Female,,-0.18835608070752285,14.20689655,4.0,Insufficient
CMU_191,CMU,6.297222221666667,100.0,Female,,-0.09027854323474935,23.83333333,4.0,Insufficient
CMU_215,CMU,7.0787356316666665,100.0,Female,,-0.030221448662319655,11.65517241,3.79,Adequate
CMU_291,CMU,7.2217391300000005,57.99999999999999,Female,,-0.22573523160765466,25.39130435,1.21,Adequate
CMU_208,CMU,6.374404761666667,88.25,Male,,-0.3560031365266584,37.07142857,2.65,Insufficient
CMU_326,CMU,6.657843136666667,44.75,Male,,-1.0757465113143254,29.52941176,1.94,Insufficient
CMU_332,CMU,5.991666666666666,92.25,Female,,-0.30404556696917406,23.83333333,3.4,Poor
CMU_234,CMU,5.057051281666667,74.5,Male,,-0.67393128771144,29.53846154,1.91,Poor
CMU_104,CMU,6.292753623333334,82.5,Female,,-0.13323943963539592,49.43478261,3.21,Insufficient
CMU_173,CMU,6.669753086666666,76.5,Female,,-0.03555370365400369,10.59259259,2.93,Insufficient
CMU_241,CMU,6.558695651666667,90.0,Female,,-0.21735271192180325,39.86956522,3.81,Insufficient
CMU_349,CMU,7.179166666666666,90.25,Female,,-0.10165467811621903,18.625,3.44,Adequate
CMU_357,CMU,6.631410256666666,100.0,Female,,-0.21082298629806673,22.73076923,4.0,Insufficient
CMU_152,CMU,6.639393940000001,100.0,Male,,-0.1599883690287638,55.72727273,3.98,Insufficient
CMU_196,CMU,7.607738095,79.5,Male,,-0.10152566902370867,20.96428571,3.79,Adequate
CMU_204,CMU,6.559649123333333,69.0,Male,,-1.0555005448104255,66.36842105,2.15,Insufficient
CMU_289,CMU,6.678571428333333,80.75,Male,,-0.25996823396994023,60.61904762,2.76,Insufficient
CMU_109,CMU,7.047126436666667,65.0,Female,,-0.06670188905629729,8.862068966,3.09,Adequate
CMU_176,CMU,6.974,58.25,Female,,-0.1103109158821214,32.76,2.5,Insufficient
CMU_214,CMU,7.957142856666667,100.0,Female,,-0.21516453949425673,23.21428571,4.0,Adequate
CMU_218,CMU,7.368452381666667,100.0,Female,,-0.09746419551861157,9.714285714,4.0,Adequate
CMU_278,CMU,4.447222221666666,89.0,Female,,-0.5721422765678548,162.6666667,2.98,Poor
CMU_305,CMU,6.023809523333333,81.5,Female,,-0.09615157663979988,15.28571429,3.52,Insufficient
CMU_306,CMU,5.508045976666667,74.5,Female,,-0.36041051738809926,37.79310345,3.56,Poor
CMU_116,CMU,6.48974359,80.0,Male,,-0.7788438234987303,23.84615385,2.82,Insufficient
CMU_120,CMU,7.426785714999999,100.0,Male,,-0.14071110829637123,22.28571429,3.8,Adequate
CMU_147,CMU,6.581111111666667,100.0,Male,,-0.28117283827849826,67.46666667,4.0,Insufficient
CMU_164,CMU,6.46547619,76.0,Male,,-0.016127442856003628,31.82142857,3.26,Insufficient
CMU_171,CMU,6.912000000000001,81.25,Male,,-0.07555839863364082,17.76,3.77,Insufficient
CMU_175,CMU,5.122435896666667,90.0,Male,,-0.19357430316210703,17.76923077,3.4,Poor
CMU_183,CMU,7.293678161666667,79.75,Male,,-0.034205253853505924,24.5862069,3.41,Adequate
CMU_249,CMU,6.569047618333333,84.5,Male,,-0.27913484651386683,17.07142857,3.61,Insufficient
CMU_310,CMU,6.641666666666667,84.5,Male,,-0.16426555640653373,7.6,3.35,Insufficient
CMU_356,CMU,5.0625,34.5,Male,,-0.14565012339738553,11.875,3.22,Poor
CMU_200,CMU,7.731884058333334,94.25,Female,,-0.3622541059302453,30.60869565,3.71,Adequate
CMU_280,CMU,5.880208333333333,87.5,Female,,-0.17521405406472518,37.5,2.33,Poor
CMU_194,CMU,6.175396825000001,84.5,Male,,-0.10448826025366341,27.76190476,3.76,Insufficient
CMU_311,CMU,6.304166666666666,62.25000000000001,Female,,-0.15984902537366158,38.21428571,3.21,Insufficient
CMU_346,CMU,6.024561403333333,87.0,Female,,-0.08128520898744354,19.89473684,3.74,Insufficient
CMU_347,CMU,7.426436781666666,93.5,Female,,-0.09072071156069926,31.89655172,3.74,Adequate
CMU_134,CMU,7.168055555,85.25,Male,,-0.2801832967800121,22.33333333,3.79,Adequate
CMU_313,CMU,6.301282051666666,61.75000000000001,Female,,-0.2399553922327728,21.65384615,3.29,Insufficient
CMU_334,CMU,6.48030303,65.0,Female,,-0.1579400573445373,13.77272727,3.21,Insufficient
CMU_338,CMU,6.4773809516666665,71.75,Female,,-0.620577371595687,47.92857143,3.29,Insufficient
CMU_309,CMU,7.310493826666667,60.0,Male,,-0.09406209126575352,48.03703704,2.57,Adequate
CMU_148,CMU,5.4104938266666665,70.0,Female,,-0.35269373874790094,21.66666667,2.0,Poor
CMU_180,CMU,9.572413793333334,90.0,Female,,-0.03091285694023252,15.75862069,3.49,Optimal
CMU_202,CMU,5.006321838333333,75.0,Female,,-0.15976142838375712,61.34482759,1.95,Poor
CMU_229,CMU,6.129861111666667,93.75,Female,,-0.2565949841282608,28.41666667,3.0,Insufficient
CMU_266,CMU,6.011494253333334,60.0,Female,,-0.15328478047316652,33.89655172,3.07,Insufficient
CMU_284,CMU,6.3886666666666665,90.0,Female,,-0.5344720705840249,26.28,3.0,Insufficient
CMU_287,CMU,6.648765431666666,90.0,Female,,-0.20452119376957945,21.48148148,3.39,Insufficient
CMU_288,CMU,7.675308641666667,65.0,Female,,-0.15776698482137197,24.85185185,3.57,Adequate
CMU_292,CMU,5.822549019999999,95.0,Female,,-0.21966354470918956,14.41176471,3.39,Poor
CMU_302,CMU,5.441666666666666,85.0,Female,,-0.12625627086017055,34.80769231,3.25,Poor
CMU_307,CMU,6.6648809516666665,78.25,Female,,-0.14146886735817096,17.39285714,2.67,Insufficient
CMU_333,CMU,6.010144928333333,100.0,Female,,-0.1285427154659637,23.08695652,3.79,Insufficient
CMU_144,CMU,7.187931035,68.25,Male,,-0.09954164180079007,17.79310345,3.05,Adequate
CMU_264,CMU,6.86439394,85.0,Male,,-0.2928444613626896,26.13636364,2.91,Insufficient
CMU_322,CMU,7.031547618333334,84.0,Male,,-0.17898507693019067,40.92857143,2.9,Adequate
CMU_329,CMU,7.76547619,78.0,Male,,-0.21145317071618186,31.71428571,2.84,Adequate
CMU_149,CMU,6.710869564999999,69.25,Male,,-0.1545825028639832,10.52173913,2.49,Insufficient
CMU_240,CMU,6.1741379316666665,80.5,Male,,-0.05355655068972152,20.20689655,3.8,Insufficient
CMU_276,CMU,5.638194445,80.25,Female,,-0.1447847850152146,11.29166667,3.43,Poor
CMU_157,CMU,7.14382716,76.75,Male,,-0.06921775299920863,21.2962963,2.44,Adequate
CMU_119,CMU,7.757471265,49.25,Female,,-0.07244556819707443,15.34482759,2.7,Adequate
CMU_136,CMU,6.901149425,87.25,Female,,-0.0762941938428867,13.96551724,3.23,Insufficient
CMU_224,CMU,5.764880951666667,100.0,Male,,-0.07468244154315182,21.67857143,4.0,Poor
CMU_300,CMU,6.889655171666666,82.0,Female,,-0.22421695421113683,41.93103448,2.96,Insufficient
CMU_242,CMU,6.893678161666667,88.5,Male,,-0.043970773348844576,17.68965517,3.49,Insufficient
CMU_282,CMU,6.945402298333334,89.25,Male,,-0.13744392916152723,44.62068966,2.93,Insufficient
CMU_341,CMU,5.860493826666667,87.75,Female,,-0.12291230819552153,5.074074074,3.5,Poor
CMU_124,CMU,7.415217391666667,100.0,Male,,-0.07244931841925906,30.52173913,4.0,Adequate
CMU_312,CMU,6.251333333333333,82.25,Male,,-0.20084074073090766,33.88,3.47,Insufficient
CMU_297,CMU,5.597619048333333,75.75,Female,,-0.8685222122681459,72.66666667,3.27,Poor
CMU_110,CMU,6.537356321666667,100.0,Male,,-0.14016454045211074,23.31034483,4.0,Insufficient
CMU_166,CMU,5.950574713333333,37.5,Male,,-0.0627179342495388,47.06896552,2.0,Poor
CMU_170,CMU,5.801388888333333,77.0,Male,,-0.40111272488138894,22.08333333,2.6,Poor
CMU_538,CMU,6.716071428333334,81.75,Male,,-0.03190665068319811,23.39285714,3.552758621,Insufficient
CMU_518,CMU,4.949166666666667,100.0,Female,,-0.4989474153405079,60.6,4.0,Poor
CMU_653,CMU,5.23115942,82.0,Female,,-0.16996311655474583,64.95652174,2.98,Poor
CMU_2,CMU,9.794444445,95.833325,Female,,-0.35223621815478795,64.5,3.321428036,Optimal
CMU_6,CMU,6.781410256666666,86.92307500000001,Female,,-0.1294465050700452,39.38461538,3.426666267,Insufficient
CMU_19,CMU,6.8544444449999995,77.5,Female,,-0.08862819589989535,27.33333333,3.265517103,Insufficient
CMU_32,CMU,6.753571428333333,87.5,Female,,-0.06029606714237623,39.57142857,3.17999955,Insufficient
CMU_33,CMU,6.608333333333333,74.80767499999999,Female,,-0.1044894231669029,75.60714286,2.566666,Insufficient
CMU_34,CMU,6.483333333333333,86.964275,Female,,-0.18780066154758607,24.26666667,3.740740481,Insufficient
CMU_37,CMU,7.233333333333333,79.821425,Female,,-0.04705656616590896,8.642857143,3.6999995,Adequate
CMU_42,CMU,7.091071428333334,98.75,Female,,-0.09148242328259497,25.96428571,3.799999864,Adequate
CMU_43,CMU,6.5815476183333335,96.66665,Female,,-0.040317431729856607,13.10714286,3.6999995,Insufficient
CMU_44,CMU,7.825,68.214275,Female,,-0.3343617353650961,31.29166667,3.126470529,Adequate
CMU_50,CMU,6.875925926666667,85.89285,Female,,-0.07445131941758916,68.55555556,3.599999619,Insufficient
CMU_78,CMU,6.80925926,86.66665,Female,,-0.05958451780162121,34.51851852,3.499999667,Insufficient
CMU_80,CMU,7.16728395,88.194425,Female,,-0.049895498776282514,43.33333333,3.65,Adequate
CMU_82,CMU,6.641666666666667,91.66665,Female,,-0.023928755071826846,21.67857143,3.796551103,Insufficient
CMU_84,CMU,6.292261905,93.84615,Female,,-0.21170295656922042,86.28571429,3.78399956,Insufficient
CMU_86,CMU,6.573214285000001,91.16665,Female,,-0.0836452988498105,98.28571429,3.4875,Insufficient
CMU_89,CMU,6.648611111666667,56.73074999999999,Female,,-0.1828067190836955,79.33333333,3.375,Insufficient
CMU_98,CMU,6.788690476666667,99.16665,Female,,-0.6361567911325162,99.10714286,3.370967742,Insufficient
CMU_108,CMU,8.315384615000001,76.923075,Female,,-0.04597562516310384,24.88461538,3.249999679,Optimal
CMU_117,CMU,6.507738095,67.272725,Female,,-0.8253047208814285,63.67857143,3.351724138,Insufficient
CMU_132,CMU,7.173809523333333,86.153825,Female,,-0.08537579315132007,71.07142857,2.331817364,Adequate
CMU_169,CMU,7.855357143333333,87.941175,Female,,-0.028116471320069305,12.57142857,3.543749469,Adequate
CMU_325,CMU,5.888690476666667,84.75,Female,,-0.1455469170955857,36.14285714,3.010952381,Poor
CMU_328,CMU,5.826190476666667,96.25,Female,,-0.11670843536914674,98.0,3.835909091,Poor
CMU_420,CMU,5.600694445,72.5,Female,,-0.0645429520652546,57.91666667,3.156818182,Poor
CMU_421,CMU,6.936309523333334,90.5,Female,,-0.07006697789474144,28.28571429,3.201111111,Insufficient
CMU_433,CMU,7.314880951666667,93.0,Female,,-0.10846611339318869,24.82142857,3.534444444,Adequate
CMU_455,CMU,6.226,64.25,Female,,-0.10880250221986917,73.44,2.605714286,Insufficient
CMU_457,CMU,7.015277778333333,83.25,Female,,-0.049911748292077666,36.95833333,3.482173913,Adequate
CMU_466,CMU,6.417261905,96.25,Female,,-0.02973117961672067,11.39285714,3.802083333,Insufficient
CMU_470,CMU,6.753787878333333,38.75,Female,,-0.4901747003003337,31.59090909,2.9855,Insufficient
CMU_471,CMU,6.71,81.25,Female,,-0.07698381402497227,73.32,3.800454545,Insufficient
CMU_473,CMU,6.835185185,83.75,Female,,-0.11689543296474755,50.37037037,3.662727273,Insufficient
CMU_504,CMU,5.59382716,74.25,Female,,-0.7891745213246808,41.44444444,2.850714286,Poor
CMU_517,CMU,8.53,70.0,Female,,-0.02304265215397561,32.12,3.24,Optimal
CMU_526,CMU,6.829166666666667,88.0,Female,,-0.019355740202113163,30.0,3.26,Insufficient
CMU_551,CMU,6.912820513333333,84.25,Female,,-0.6628497012336465,70.07692308,3.426551724,Insufficient
CMU_615,CMU,4.173188405,63.74999999999999,Male,,-1.2716948504162477,80.82608696,3.58,Poor
CMU_617,CMU,5.34920635,90.75,Male,,-1.109858534246426,18.28571429,4.0,Poor
CMU_48,CMU,5.483950616666666,87.5,Male,,-0.031174821022252115,50.88888889,3.627272545,Poor
CMU_60,CMU,6.469642856666667,86.66665,Male,,-0.19121661900076486,69.32142857,3.629166333,Insufficient
CMU_90,CMU,7.044444445,87.083325,Male,,-0.06528758926597682,11.76190476,3.434482069,Adequate
CMU_150,CMU,6.1340579716666666,78.75,Male,,-0.7925013157252673,48.52173913,2.8999996,Insufficient
CMU_154,CMU,6.704666666666666,94.23075,Male,,-0.08034581373225343,65.28,3.3499995,Insufficient
CMU_186,CMU,6.99122807,97.2222,Male,,-0.12148141576533937,51.10526316,3.925806129,Insufficient
CMU_206,CMU,5.8580246916666665,98.75,Male,,-0.05590413500546777,111.1851852,3.681818,Poor
CMU_321,CMU,6.895679011666667,91.75,Male,,-0.11422605576395521,44.03703704,3.048181818,Insufficient
CMU_398,CMU,7.436309523333334,75.0,Male,,-0.1719006329209254,84.82142857,3.13,Adequate
CMU_400,CMU,7.029761905,88.25,Male,,-0.44904798867265083,35.67857143,3.0425,Adequate
CMU_406,CMU,6.589285715,83.0,Male,,-0.15093072562008553,34.67857143,3.7,Insufficient
CMU_415,CMU,6.0125,63.5,Male,,-0.09791586297052822,51.57142857,2.206363636,Insufficient
CMU_434,CMU,7.3,100.0,Male,,-0.34165163250598696,25.88888889,3.563214286,Adequate
CMU_440,CMU,7.307738095,90.75,Male,,-0.016983448319332475,30.21428571,3.818,Adequate
CMU_443,CMU,6.395238095,86.25,Male,,-0.038931960891436156,53.89285714,2.961363636,Insufficient
CMU_467,CMU,7.310714285,87.5,Male,,-0.018659228767110115,23.71428571,3.728181818,Adequate
CMU_472,CMU,6.739880951666667,45.0,Male,,-0.12771944958102838,61.07142857,2.99625,Insufficient
CMU_481,CMU,7.096428571666666,85.0,Male,,-0.17380280083995234,29.82142857,3.735,Adequate
CMU_488,CMU,5.955555555,62.5,Male,,-0.319513774891736,18.22222222,3.149333333,Poor
CMU_496,CMU,8.451666666666666,77.5,Male,,-0.021570085010393626,19.85,3.7075,Optimal
CMU_500,CMU,7.459333333333333,86.75,Male,,-0.18211054869997917,44.16,3.4136,Adequate
CMU_521,CMU,6.4366666666666665,78.75,Male,,-0.15911197024747187,47.8,3.456,Insufficient
CMU_535,CMU,6.41,61.5,Male,,-0.1148788742144938,58.96,3.075,Insufficient
CMU_543,CMU,6.95297619,83.75,Male,,-0.1417804073816311,70.60714286,2.617058824,Insufficient
CMU_560,CMU,8.488095238333333,86.75,Male,,-0.05018488442812894,33.46428571,3.155769231,Optimal
CMU_14847,CMU,7.609444444999999,91.670833325,Female,,-0.12382046873497032,51.03333333,3.333166667,Adequate
CMU_17020,CMU,7.160119048333333,87.5,Male,,-0.19008455658771226,59.67857143,3.166666667,Adequate
CMU_18707,CMU,6.998333333333333,81.945833325,Female,,-0.0509536108016131,57.0,2.9334,Insufficient
CMU_51723,CMU,4.565277778333334,86.67,Male,,-0.2358376859777194,30.5,2.8002,Poor
CMU_72885,CMU,5.947222221666666,81.66499999999999,Male,,-0.08010947590602685,45.76666667,3.3334,Poor
CMU_79897,CMU,6.403333333333333,93.05833332499999,Female,,-0.07623627114639299,52.33333333,3.722166667,Insufficient
CMU_92566,CMU,5.458641975000001,95.239285725,Male,,-0.1495766256299848,39.74074074,3.6666,Poor
CMU_94455,CMU,4.597435896666667,83.333333325,Male,,-0.09554893948078289,40.84615385,3.055666667,Poor
CMU_424,CMU,8.010119048333333,70.0,,,-0.09207616601451525,23.82142857,3.140833333,Optimal
CMU_293,CMU,6.16728395,94.0,Female,,-0.04880151362883617,11.74074074,4.0,Insufficient
CMU_294,CMU,6.779333333333333,88.75,Female,,-0.04646391960699465,49.72,4.0,Insufficient
CMU_315,CMU,7.16875,90.25,Female,,-0.3477512932380844,19.41666667,4.0,Adequate
CMU_342,CMU,7.593589743333334,100.0,Female,,-0.10423268019044168,23.5,4.0,Adequate
CMU_350,CMU,6.778846153333333,95.25,Female,,-0.29828565548333524,10.96153846,3.74,Insufficient
CMU_376,CMU,7.59047619,74.5,Female,,-0.023939171751923505,26.89285714,3.48,Adequate
CMU_378,CMU,4.984920635,100.0,Female,,-0.43224407023662736,28.28571429,4.0,Poor
CMU_379,CMU,5.717948718333333,100.0,Female,,-0.1601266929803467,24.5,3.07,Poor
CMU_381,CMU,6.633333333333334,100.0,Female,,-0.38152147414659426,19.0,4.0,Insufficient
CMU_390,CMU,4.718518518333334,89.0,Female,,-1.094866334668205,30.72222222,3.81,Poor
CMU_395,CMU,5.644642856666667,95.25,Female,,-0.12587229762085628,13.89285714,3.4,Poor
CMU_402,CMU,7.121333333333333,93.0,Female,,-0.11841469478441184,46.16,3.76,Adequate
CMU_412,CMU,6.632051281666667,100.0,Female,,-0.11728393957309569,58.76923077,3.6,Insufficient
CMU_413,CMU,6.896428571666666,75.0,Female,,-0.18035950239013515,47.14285714,3.79,Insufficient
CMU_422,CMU,6.231333333333334,82.0,Female,,-0.060517953539341154,34.52,3.29,Insufficient
CMU_427,CMU,7.542222221666666,100.0,Female,,-0.4763890943255649,82.26666667,4.0,Adequate
CMU_430,CMU,5.02183908,81.0,Female,,-0.19040658056119028,21.17241379,3.58,Poor
CMU_452,CMU,6.58045977,100.0,Female,,-0.02792179705998283,16.0,4.0,Insufficient
CMU_454,CMU,6.4159999999999995,90.0,Female,,-0.2615782541038022,57.4,3.12,Insufficient
CMU_461,CMU,7.07797619,89.75,Female,,-0.14284493029764694,8.464285714,3.81,Adequate
CMU_463,CMU,5.6913580249999995,90.0,Female,,-0.22594075309504752,34.2962963,3.49,Poor
CMU_476,CMU,6.779166666666667,86.25,Female,,-0.101732198970558,24.67857143,3.52,Insufficient
CMU_483,CMU,5.6028735633333335,95.0,Female,,-0.541539560912344,85.79310345,3.78,Poor
CMU_487,CMU,3.6645833333333333,37.5,Female,,-0.42048912883938877,136.1875,2.78,Poor
CMU_489,CMU,8.019642856666668,100.0,Female,,-0.04127292131748365,19.10714286,4.0,Optimal
CMU_507,CMU,7.139473685,94.0,Female,,-0.10553334022280081,7.052631579,3.69,Adequate
CMU_522,CMU,7.02254902,88.25,Female,,-0.0805744170602742,17.94117647,4.0,Adequate
CMU_525,CMU,5.8533333333333335,65.0,Female,,-0.6419840861170667,45.4,3.55,Poor
CMU_559,CMU,6.174691358333333,75.0,Female,,-0.31975734577087656,32.77777778,3.57,Insufficient
CMU_572,CMU,5.797619048333333,89.75,Female,,-1.3251648376745777,62.38095238,3.8,Poor
CMU_595,CMU,6.804597701666666,71.0,Female,,-0.04313835703997283,54.4137931,2.49,Insufficient
CMU_644,CMU,6.92948718,70.0,Female,,-1.1619637167394308,64.61538462,3.17,Insufficient
CMU_671,CMU,6.911538461666667,100.0,Female,,-0.0361596222143793,18.53846154,3.8,Insufficient
CMU_4,CMU,7.458333333333333,87.5,Female,,-0.11092898332396023,28.15384615,3.7666665,Adequate
CMU_8,CMU,7.612,78.194425,Female,,-0.44019947456399267,61.56,3.5999996,Adequate
CMU_14,CMU,8.642857143333334,97.5,Female,,-0.04385242308975943,30.53571429,3.533333,Optimal
CMU_15,CMU,8.226190476666666,97.5,Female,,-0.06288463359424844,31.75,3.746153846,Optimal
CMU_20,CMU,4.5696428566666665,68.75,Female,,-0.10663576528126678,152.6428571,2.882758207,Poor
CMU_22,CMU,8.23974359,77.5,Female,,-0.12104723302940958,54.11538462,3.15185137,Optimal
CMU_23,CMU,7.4148809516666665,73.333325,Female,,-0.06648136322204128,35.71428571,2.915384,Adequate
CMU_24,CMU,6.369642856666667,95.0,Female,,-0.06054536220488658,54.89285714,3.451851556,Insufficient
CMU_26,CMU,7.786458333333333,42.5,Female,,-0.13194402191800664,29.75,2.916666,Adequate
CMU_30,CMU,7.311728395,98.333325,Female,,-0.4716418329070731,41.77777778,3.33571375,Adequate
CMU_31,CMU,7.658024691666666,100.0,Female,,-0.08005560359038373,14.81481481,4.0,Adequate
CMU_35,CMU,7.350595238333333,90.0,Female,,-0.2680936027272314,36.53571429,3.532257903,Adequate
CMU_46,CMU,5.481410256666666,83.61110000000001,Female,,-0.37681411567590956,88.11538462,3.651515121,Poor
CMU_51,CMU,6.035416666666666,95.833325,Female,,-1.008925722366495,64.0,3.757575182,Insufficient
CMU_55,CMU,4.2561728400000005,62.5,Female,,-1.154524583479695,46.44444444,3.346428179,Poor
CMU_58,CMU,8.520987655,88.75,Female,,-0.05885835700635371,37.92592593,3.583333,Optimal
CMU_62,CMU,7.037878788333333,81.66664999999999,Female,,-1.4724817366718963,54.59090909,3.7799996,Adequate
CMU_64,CMU,7.366666666666666,98.333325,Female,,-0.3643459694449608,34.75,3.8166665,Adequate
CMU_67,CMU,6.709876543333333,96.25,Female,,-0.09971740461503156,18.81481481,3.912902516,Insufficient
CMU_68,CMU,7.169047618333334,91.34615000000001,Female,,-0.037613927772454786,24.78571429,3.528571429,Adequate
CMU_69,CMU,5.469444445,42.5,Female,,-1.0149445101632657,17.08333333,2.939285286,Poor
CMU_73,CMU,6.969444445,99.318175,Female,,-0.16176864785688314,18.22222222,4.0,Insufficient
CMU_74,CMU,7.20308642,90.57690000000001,Female,,-0.07773539032446923,41.55555556,3.6999995,Adequate
CMU_75,CMU,8.124404761666666,91.73075,Female,,-0.07686718765795436,36.92857143,3.82,Optimal
CMU_87,CMU,6.8125,96.875,Female,,-0.07192607490333269,18.92857143,3.749999643,Insufficient
CMU_91,CMU,6.158928571666666,93.82352499999999,Female,,-0.10316640956653274,67.57142857,3.818749563,Insufficient
CMU_92,CMU,8.095238095000001,80.769225,Female,,-0.14451362825701086,27.42857143,3.077418968,Optimal
CMU_93,CMU,8.086111111666666,98.75,Female,,-1.8476303261796787,114.0,3.856521391,Optimal
CMU_103,CMU,6.394444445,100.0,Female,,-0.1218420923062683,6.625,3.913792345,Insufficient
CMU_106,CMU,4.857575758333334,89.16665,Female,,-1.1076142419005481,44.27272727,3.45999992,Poor
